icd_code,icd_code_norm,icd_version,mimic_long_title,official_source,official_code_description,official_default_category,official_default_category_description,all_ccsr_categories,all_ccsr_descriptions,clinical_priority_category,mapping_status,mapping_reason,primary_psychiatric_comorbidity_flag,dementia_flag,substance_flag
F13239,F13239,10,"Sedative, hypnotic or anxiolytic dependence with withdrawal, unspecified","AHRQ CCSR for ICD-10-CM Diagnoses, v2026.1","Sedative, hypnotic or anxiolytic dependence with withdrawal, unspecified",MBD020,Sedative-related disorders,MBD020,Sedative-related disorders,other_substance_related_disorders,included_non_primary,ICD-10 F11-F16/F18-F19 or AHRQ substance CCSR. Excluded from primary exposure.,0,0,1
F1324,F1324,10,"Sedative, hypnotic or anxiolytic dependence with sedative, hypnotic or anxiolytic-induced mood disorder","AHRQ CCSR for ICD-10-CM Diagnoses, v2026.1","Sedative, hypnotic or anxiolytic dependence with sedative, hypnotic or anxiolytic-induced mood disorder",MBD020,Sedative-related disorders,MBD020,Sedative-related disorders,other_substance_related_disorders,included_non_primary,ICD-10 F11-F16/F18-F19 or AHRQ substance CCSR. Excluded from primary exposure.,0,0,1
F13251,F13251,10,"Sedative, hypnotic or anxiolytic dependence with sedative, hypnotic or anxiolytic-induced psychotic disorder with hallucinations","AHRQ CCSR for ICD-10-CM Diagnoses, v2026.1","Sedative, hypnotic or anxiolytic dependence with sedative, hypnotic or anxiolytic-induced psychotic disorder with hallucinations",MBD020,Sedative-related disorders,MBD001; MBD020,Schizophrenia spectrum and other psychotic disorders; Sedative-related disorders,other_substance_related_disorders,included_non_primary,ICD-10 F11-F16/F18-F19 or AHRQ substance CCSR. Excluded from primary exposure.,0,0,1
F13280,F13280,10,"Sedative, hypnotic or anxiolytic dependence with sedative, hypnotic or anxiolytic-induced anxiety disorder","AHRQ CCSR for ICD-10-CM Diagnoses, v2026.1","Sedative, hypnotic or anxiolytic dependence with sedative, hypnotic or anxiolytic-induced anxiety disorder",MBD020,Sedative-related disorders,MBD005; MBD020,Anxiety and fear-related disorders; Sedative-related disorders,other_substance_related_disorders,included_non_primary,ICD-10 F11-F16/F18-F19 or AHRQ substance CCSR. Excluded from primary exposure.,0,0,1
F13288,F13288,10,"Sedative, hypnotic or anxiolytic dependence with other sedative, hypnotic or anxiolytic-induced disorder","AHRQ CCSR for ICD-10-CM Diagnoses, v2026.1","Sedative, hypnotic or anxiolytic dependence with other sedative, hypnotic or anxiolytic-induced disorder",MBD020,Sedative-related disorders,MBD020,Sedative-related disorders,other_substance_related_disorders,included_non_primary,ICD-10 F11-F16/F18-F19 or AHRQ substance CCSR. Excluded from primary exposure.,0,0,1
F1329,F1329,10,"Sedative, hypnotic or anxiolytic dependence with unspecified sedative, hypnotic or anxiolytic-induced disorder","AHRQ CCSR for ICD-10-CM Diagnoses, v2026.1","Sedative, hypnotic or anxiolytic dependence with unspecified sedative, hypnotic or anxiolytic-induced disorder",MBD020,Sedative-related disorders,MBD020,Sedative-related disorders,other_substance_related_disorders,included_non_primary,ICD-10 F11-F16/F18-F19 or AHRQ substance CCSR. Excluded from primary exposure.,0,0,1
F1390,F1390,10,"Sedative, hypnotic, or anxiolytic use, unspecified, uncomplicated","AHRQ CCSR for ICD-10-CM Diagnoses, v2026.1","Sedative, hypnotic, or anxiolytic use, unspecified, uncomplicated",MBD020,Sedative-related disorders,MBD020,Sedative-related disorders,other_substance_related_disorders,included_non_primary,ICD-10 F11-F16/F18-F19 or AHRQ substance CCSR. Excluded from primary exposure.,0,0,1
F13921,F13921,10,"Sedative, hypnotic or anxiolytic use, unspecified with intoxication delirium","AHRQ CCSR for ICD-10-CM Diagnoses, v2026.1","Sedative, hypnotic or anxiolytic use, unspecified with intoxication delirium",MBD020,Sedative-related disorders,MBD020,Sedative-related disorders,other_substance_related_disorders,included_non_primary,ICD-10 F11-F16/F18-F19 or AHRQ substance CCSR. Excluded from primary exposure.,0,0,1
F13929,F13929,10,"Sedative, hypnotic or anxiolytic use, unspecified with intoxication, unspecified","AHRQ CCSR for ICD-10-CM Diagnoses, v2026.1","Sedative, hypnotic or anxiolytic use, unspecified with intoxication, unspecified",MBD020,Sedative-related disorders,MBD020,Sedative-related disorders,other_substance_related_disorders,included_non_primary,ICD-10 F11-F16/F18-F19 or AHRQ substance CCSR. Excluded from primary exposure.,0,0,1
F13930,F13930,10,"Sedative, hypnotic or anxiolytic use, unspecified with withdrawal, uncomplicated","AHRQ CCSR for ICD-10-CM Diagnoses, v2026.1","Sedative, hypnotic or anxiolytic use, unspecified with withdrawal, uncomplicated",MBD020,Sedative-related disorders,MBD020,Sedative-related disorders,other_substance_related_disorders,included_non_primary,ICD-10 F11-F16/F18-F19 or AHRQ substance CCSR. Excluded from primary exposure.,0,0,1
F13931,F13931,10,"Sedative, hypnotic or anxiolytic use, unspecified with withdrawal delirium","AHRQ CCSR for ICD-10-CM Diagnoses, v2026.1","Sedative, hypnotic or anxiolytic use, unspecified with withdrawal delirium",MBD020,Sedative-related disorders,MBD020,Sedative-related disorders,other_substance_related_disorders,included_non_primary,ICD-10 F11-F16/F18-F19 or AHRQ substance CCSR. Excluded from primary exposure.,0,0,1
F13932,F13932,10,"Sedative, hypnotic or anxiolytic use, unspecified with withdrawal with perceptual disturbances","AHRQ CCSR for ICD-10-CM Diagnoses, v2026.1","Sedative, hypnotic or anxiolytic use, unspecified with withdrawal with perceptual disturbances",MBD020,Sedative-related disorders,MBD020,Sedative-related disorders,other_substance_related_disorders,included_non_primary,ICD-10 F11-F16/F18-F19 or AHRQ substance CCSR. Excluded from primary exposure.,0,0,1
F13939,F13939,10,"Sedative, hypnotic or anxiolytic use, unspecified with withdrawal, unspecified","AHRQ CCSR for ICD-10-CM Diagnoses, v2026.1","Sedative, hypnotic or anxiolytic use, unspecified with withdrawal, unspecified",MBD020,Sedative-related disorders,MBD020,Sedative-related disorders,other_substance_related_disorders,included_non_primary,ICD-10 F11-F16/F18-F19 or AHRQ substance CCSR. Excluded from primary exposure.,0,0,1
F1394,F1394,10,"Sedative, hypnotic or anxiolytic use, unspecified with sedative, hypnotic or anxiolytic-induced mood disorder","AHRQ CCSR for ICD-10-CM Diagnoses, v2026.1","Sedative, hypnotic or anxiolytic use, unspecified with sedative, hypnotic or anxiolytic-induced mood disorder",MBD020,Sedative-related disorders,MBD020,Sedative-related disorders,other_substance_related_disorders,included_non_primary,ICD-10 F11-F16/F18-F19 or AHRQ substance CCSR. Excluded from primary exposure.,0,0,1
F13951,F13951,10,"Sedative, hypnotic or anxiolytic use, unspecified with sedative, hypnotic or anxiolytic-induced psychotic disorder with hallucinations","AHRQ CCSR for ICD-10-CM Diagnoses, v2026.1","Sedative, hypnotic or anxiolytic use, unspecified with sedative, hypnotic or anxiolytic-induced psychotic disorder with hallucinations",MBD020,Sedative-related disorders,MBD001; MBD020,Schizophrenia spectrum and other psychotic disorders; Sedative-related disorders,other_substance_related_disorders,included_non_primary,ICD-10 F11-F16/F18-F19 or AHRQ substance CCSR. Excluded from primary exposure.,0,0,1
F1396,F1396,10,"Sedative, hypnotic or anxiolytic use, unspecified with sedative, hypnotic or anxiolytic-induced persisting amnestic disorder","AHRQ CCSR for ICD-10-CM Diagnoses, v2026.1","Sedative, hypnotic or anxiolytic use, unspecified with sedative, hypnotic or anxiolytic-induced persisting amnestic disorder",MBD020,Sedative-related disorders,MBD020,Sedative-related disorders,other_substance_related_disorders,included_non_primary,ICD-10 F11-F16/F18-F19 or AHRQ substance CCSR. Excluded from primary exposure.,0,0,1
F1399,F1399,10,"Sedative, hypnotic or anxiolytic use, unspecified with unspecified sedative, hypnotic or anxiolytic-induced disorder","AHRQ CCSR for ICD-10-CM Diagnoses, v2026.1","Sedative, hypnotic or anxiolytic use, unspecified with unspecified sedative, hypnotic or anxiolytic-induced disorder",MBD020,Sedative-related disorders,MBD020,Sedative-related disorders,other_substance_related_disorders,included_non_primary,ICD-10 F11-F16/F18-F19 or AHRQ substance CCSR. Excluded from primary exposure.,0,0,1
F1410,F1410,10,"Cocaine abuse, uncomplicated","AHRQ CCSR for ICD-10-CM Diagnoses, v2026.1","Cocaine abuse, uncomplicated",MBD021,Stimulant-related disorders,MBD021,Stimulant-related disorders,other_substance_related_disorders,included_non_primary,ICD-10 F11-F16/F18-F19 or AHRQ substance CCSR. Excluded from primary exposure.,0,0,1
F1411,F1411,10,"Cocaine abuse, in remission","AHRQ CCSR for ICD-10-CM Diagnoses, v2026.1","Cocaine abuse, in remission",MBD026,Mental and substance use disorders in remission,MBD026,Mental and substance use disorders in remission,other_substance_related_disorders,included_non_primary,ICD-10 F11-F16/F18-F19 or AHRQ substance CCSR. Excluded from primary exposure.,0,0,1
F14120,F14120,10,"Cocaine abuse with intoxication, uncomplicated","AHRQ CCSR for ICD-10-CM Diagnoses, v2026.1","Cocaine abuse with intoxication, uncomplicated",MBD021,Stimulant-related disorders,MBD021,Stimulant-related disorders,other_substance_related_disorders,included_non_primary,ICD-10 F11-F16/F18-F19 or AHRQ substance CCSR. Excluded from primary exposure.,0,0,1
F14121,F14121,10,Cocaine abuse with intoxication with delirium,"AHRQ CCSR for ICD-10-CM Diagnoses, v2026.1",Cocaine abuse with intoxication with delirium,MBD021,Stimulant-related disorders,MBD021,Stimulant-related disorders,other_substance_related_disorders,included_non_primary,ICD-10 F11-F16/F18-F19 or AHRQ substance CCSR. Excluded from primary exposure.,0,0,1
F14122,F14122,10,Cocaine abuse with intoxication with perceptual disturbance,"AHRQ CCSR for ICD-10-CM Diagnoses, v2026.1",Cocaine abuse with intoxication with perceptual disturbance,MBD021,Stimulant-related disorders,MBD021,Stimulant-related disorders,other_substance_related_disorders,included_non_primary,ICD-10 F11-F16/F18-F19 or AHRQ substance CCSR. Excluded from primary exposure.,0,0,1
F14129,F14129,10,"Cocaine abuse with intoxication, unspecified","AHRQ CCSR for ICD-10-CM Diagnoses, v2026.1","Cocaine abuse with intoxication, unspecified",MBD021,Stimulant-related disorders,MBD021,Stimulant-related disorders,other_substance_related_disorders,included_non_primary,ICD-10 F11-F16/F18-F19 or AHRQ substance CCSR. Excluded from primary exposure.,0,0,1
F1413,F1413,10,"Cocaine abuse, unspecified with withdrawal","AHRQ CCSR for ICD-10-CM Diagnoses, v2026.1","Cocaine abuse, unspecified with withdrawal",MBD021,Stimulant-related disorders,MBD021,Stimulant-related disorders,other_substance_related_disorders,included_non_primary,ICD-10 F11-F16/F18-F19 or AHRQ substance CCSR. Excluded from primary exposure.,0,0,1
F1414,F1414,10,Cocaine abuse with cocaine-induced mood disorder,"AHRQ CCSR for ICD-10-CM Diagnoses, v2026.1",Cocaine abuse with cocaine-induced mood disorder,MBD021,Stimulant-related disorders,MBD021,Stimulant-related disorders,other_substance_related_disorders,included_non_primary,ICD-10 F11-F16/F18-F19 or AHRQ substance CCSR. Excluded from primary exposure.,0,0,1
F14150,F14150,10,Cocaine abuse with cocaine-induced psychotic disorder with delusions,"AHRQ CCSR for ICD-10-CM Diagnoses, v2026.1",Cocaine abuse with cocaine-induced psychotic disorder with delusions,MBD021,Stimulant-related disorders,MBD001; MBD021,Schizophrenia spectrum and other psychotic disorders; Stimulant-related disorders,other_substance_related_disorders,included_non_primary,ICD-10 F11-F16/F18-F19 or AHRQ substance CCSR. Excluded from primary exposure.,0,0,1
F14151,F14151,10,Cocaine abuse with cocaine-induced psychotic disorder with hallucinations,"AHRQ CCSR for ICD-10-CM Diagnoses, v2026.1",Cocaine abuse with cocaine-induced psychotic disorder with hallucinations,MBD021,Stimulant-related disorders,MBD001; MBD021,Schizophrenia spectrum and other psychotic disorders; Stimulant-related disorders,other_substance_related_disorders,included_non_primary,ICD-10 F11-F16/F18-F19 or AHRQ substance CCSR. Excluded from primary exposure.,0,0,1
F14159,F14159,10,"Cocaine abuse with cocaine-induced psychotic disorder, unspecified","AHRQ CCSR for ICD-10-CM Diagnoses, v2026.1","Cocaine abuse with cocaine-induced psychotic disorder, unspecified",MBD021,Stimulant-related disorders,MBD001; MBD021,Schizophrenia spectrum and other psychotic disorders; Stimulant-related disorders,other_substance_related_disorders,included_non_primary,ICD-10 F11-F16/F18-F19 or AHRQ substance CCSR. Excluded from primary exposure.,0,0,1
F14180,F14180,10,Cocaine abuse with cocaine-induced anxiety disorder,"AHRQ CCSR for ICD-10-CM Diagnoses, v2026.1",Cocaine abuse with cocaine-induced anxiety disorder,MBD021,Stimulant-related disorders,MBD005; MBD021,Anxiety and fear-related disorders; Stimulant-related disorders,other_substance_related_disorders,included_non_primary,ICD-10 F11-F16/F18-F19 or AHRQ substance CCSR. Excluded from primary exposure.,0,0,1
F14188,F14188,10,Cocaine abuse with other cocaine-induced disorder,"AHRQ CCSR for ICD-10-CM Diagnoses, v2026.1",Cocaine abuse with other cocaine-induced disorder,MBD021,Stimulant-related disorders,MBD021,Stimulant-related disorders,other_substance_related_disorders,included_non_primary,ICD-10 F11-F16/F18-F19 or AHRQ substance CCSR. Excluded from primary exposure.,0,0,1
F1419,F1419,10,Cocaine abuse with unspecified cocaine-induced disorder,"AHRQ CCSR for ICD-10-CM Diagnoses, v2026.1",Cocaine abuse with unspecified cocaine-induced disorder,MBD021,Stimulant-related disorders,MBD021,Stimulant-related disorders,other_substance_related_disorders,included_non_primary,ICD-10 F11-F16/F18-F19 or AHRQ substance CCSR. Excluded from primary exposure.,0,0,1
F1420,F1420,10,"Cocaine dependence, uncomplicated","AHRQ CCSR for ICD-10-CM Diagnoses, v2026.1","Cocaine dependence, uncomplicated",MBD021,Stimulant-related disorders,MBD021,Stimulant-related disorders,other_substance_related_disorders,included_non_primary,ICD-10 F11-F16/F18-F19 or AHRQ substance CCSR. Excluded from primary exposure.,0,0,1
F1421,F1421,10,"Cocaine dependence, in remission","AHRQ CCSR for ICD-10-CM Diagnoses, v2026.1","Cocaine dependence, in remission",MBD026,Mental and substance use disorders in remission,MBD026,Mental and substance use disorders in remission,other_substance_related_disorders,included_non_primary,ICD-10 F11-F16/F18-F19 or AHRQ substance CCSR. Excluded from primary exposure.,0,0,1
F14221,F14221,10,Cocaine dependence with intoxication delirium,"AHRQ CCSR for ICD-10-CM Diagnoses, v2026.1",Cocaine dependence with intoxication delirium,MBD021,Stimulant-related disorders,MBD021,Stimulant-related disorders,other_substance_related_disorders,included_non_primary,ICD-10 F11-F16/F18-F19 or AHRQ substance CCSR. Excluded from primary exposure.,0,0,1
F14222,F14222,10,Cocaine dependence with intoxication with perceptual disturbance,"AHRQ CCSR for ICD-10-CM Diagnoses, v2026.1",Cocaine dependence with intoxication with perceptual disturbance,MBD021,Stimulant-related disorders,MBD021,Stimulant-related disorders,other_substance_related_disorders,included_non_primary,ICD-10 F11-F16/F18-F19 or AHRQ substance CCSR. Excluded from primary exposure.,0,0,1
F14229,F14229,10,"Cocaine dependence with intoxication, unspecified","AHRQ CCSR for ICD-10-CM Diagnoses, v2026.1","Cocaine dependence with intoxication, unspecified",MBD021,Stimulant-related disorders,MBD021,Stimulant-related disorders,other_substance_related_disorders,included_non_primary,ICD-10 F11-F16/F18-F19 or AHRQ substance CCSR. Excluded from primary exposure.,0,0,1
F1423,F1423,10,Cocaine dependence with withdrawal,"AHRQ CCSR for ICD-10-CM Diagnoses, v2026.1",Cocaine dependence with withdrawal,MBD021,Stimulant-related disorders,MBD021,Stimulant-related disorders,other_substance_related_disorders,included_non_primary,ICD-10 F11-F16/F18-F19 or AHRQ substance CCSR. Excluded from primary exposure.,0,0,1
F1424,F1424,10,Cocaine dependence with cocaine-induced mood disorder,"AHRQ CCSR for ICD-10-CM Diagnoses, v2026.1",Cocaine dependence with cocaine-induced mood disorder,MBD021,Stimulant-related disorders,MBD021,Stimulant-related disorders,other_substance_related_disorders,included_non_primary,ICD-10 F11-F16/F18-F19 or AHRQ substance CCSR. Excluded from primary exposure.,0,0,1
F14251,F14251,10,Cocaine dependence with cocaine-induced psychotic disorder with hallucinations,"AHRQ CCSR for ICD-10-CM Diagnoses, v2026.1",Cocaine dependence with cocaine-induced psychotic disorder with hallucinations,MBD021,Stimulant-related disorders,MBD001; MBD021,Schizophrenia spectrum and other psychotic disorders; Stimulant-related disorders,other_substance_related_disorders,included_non_primary,ICD-10 F11-F16/F18-F19 or AHRQ substance CCSR. Excluded from primary exposure.,0,0,1
F14259,F14259,10,"Cocaine dependence with cocaine-induced psychotic disorder, unspecified","AHRQ CCSR for ICD-10-CM Diagnoses, v2026.1","Cocaine dependence with cocaine-induced psychotic disorder, unspecified",MBD021,Stimulant-related disorders,MBD001; MBD021,Schizophrenia spectrum and other psychotic disorders; Stimulant-related disorders,other_substance_related_disorders,included_non_primary,ICD-10 F11-F16/F18-F19 or AHRQ substance CCSR. Excluded from primary exposure.,0,0,1
F14280,F14280,10,Cocaine dependence with cocaine-induced anxiety disorder,"AHRQ CCSR for ICD-10-CM Diagnoses, v2026.1",Cocaine dependence with cocaine-induced anxiety disorder,MBD021,Stimulant-related disorders,MBD005; MBD021,Anxiety and fear-related disorders; Stimulant-related disorders,other_substance_related_disorders,included_non_primary,ICD-10 F11-F16/F18-F19 or AHRQ substance CCSR. Excluded from primary exposure.,0,0,1
F14288,F14288,10,Cocaine dependence with other cocaine-induced disorder,"AHRQ CCSR for ICD-10-CM Diagnoses, v2026.1",Cocaine dependence with other cocaine-induced disorder,MBD021,Stimulant-related disorders,MBD021,Stimulant-related disorders,other_substance_related_disorders,included_non_primary,ICD-10 F11-F16/F18-F19 or AHRQ substance CCSR. Excluded from primary exposure.,0,0,1
F1429,F1429,10,Cocaine dependence with unspecified cocaine-induced disorder,"AHRQ CCSR for ICD-10-CM Diagnoses, v2026.1",Cocaine dependence with unspecified cocaine-induced disorder,MBD021,Stimulant-related disorders,MBD021,Stimulant-related disorders,other_substance_related_disorders,included_non_primary,ICD-10 F11-F16/F18-F19 or AHRQ substance CCSR. Excluded from primary exposure.,0,0,1
F1490,F1490,10,"Cocaine use, unspecified, uncomplicated","AHRQ CCSR for ICD-10-CM Diagnoses, v2026.1","Cocaine use, unspecified, uncomplicated",MBD021,Stimulant-related disorders,MBD021,Stimulant-related disorders,other_substance_related_disorders,included_non_primary,ICD-10 F11-F16/F18-F19 or AHRQ substance CCSR. Excluded from primary exposure.,0,0,1
F14920,F14920,10,"Cocaine use, unspecified with intoxication, uncomplicated","AHRQ CCSR for ICD-10-CM Diagnoses, v2026.1","Cocaine use, unspecified with intoxication, uncomplicated",MBD021,Stimulant-related disorders,MBD021,Stimulant-related disorders,other_substance_related_disorders,included_non_primary,ICD-10 F11-F16/F18-F19 or AHRQ substance CCSR. Excluded from primary exposure.,0,0,1
F14921,F14921,10,"Cocaine use, unspecified with intoxication delirium","AHRQ CCSR for ICD-10-CM Diagnoses, v2026.1","Cocaine use, unspecified with intoxication delirium",MBD021,Stimulant-related disorders,MBD021,Stimulant-related disorders,other_substance_related_disorders,included_non_primary,ICD-10 F11-F16/F18-F19 or AHRQ substance CCSR. Excluded from primary exposure.,0,0,1
F14929,F14929,10,"Cocaine use, unspecified with intoxication, unspecified","AHRQ CCSR for ICD-10-CM Diagnoses, v2026.1","Cocaine use, unspecified with intoxication, unspecified",MBD021,Stimulant-related disorders,MBD021,Stimulant-related disorders,other_substance_related_disorders,included_non_primary,ICD-10 F11-F16/F18-F19 or AHRQ substance CCSR. Excluded from primary exposure.,0,0,1
F1493,F1493,10,"Cocaine use, unspecified with withdrawal","AHRQ CCSR for ICD-10-CM Diagnoses, v2026.1","Cocaine use, unspecified with withdrawal",MBD021,Stimulant-related disorders,MBD021,Stimulant-related disorders,other_substance_related_disorders,included_non_primary,ICD-10 F11-F16/F18-F19 or AHRQ substance CCSR. Excluded from primary exposure.,0,0,1
F1494,F1494,10,"Cocaine use, unspecified with cocaine-induced mood disorder","AHRQ CCSR for ICD-10-CM Diagnoses, v2026.1","Cocaine use, unspecified with cocaine-induced mood disorder",MBD021,Stimulant-related disorders,MBD021,Stimulant-related disorders,other_substance_related_disorders,included_non_primary,ICD-10 F11-F16/F18-F19 or AHRQ substance CCSR. Excluded from primary exposure.,0,0,1
F14950,F14950,10,"Cocaine use, unspecified with cocaine-induced psychotic disorder with delusions","AHRQ CCSR for ICD-10-CM Diagnoses, v2026.1","Cocaine use, unspecified with cocaine-induced psychotic disorder with delusions",MBD021,Stimulant-related disorders,MBD001; MBD021,Schizophrenia spectrum and other psychotic disorders; Stimulant-related disorders,other_substance_related_disorders,included_non_primary,ICD-10 F11-F16/F18-F19 or AHRQ substance CCSR. Excluded from primary exposure.,0,0,1
F14951,F14951,10,"Cocaine use, unspecified with cocaine-induced psychotic disorder with hallucinations","AHRQ CCSR for ICD-10-CM Diagnoses, v2026.1","Cocaine use, unspecified with cocaine-induced psychotic disorder with hallucinations",MBD021,Stimulant-related disorders,MBD001; MBD021,Schizophrenia spectrum and other psychotic disorders; Stimulant-related disorders,other_substance_related_disorders,included_non_primary,ICD-10 F11-F16/F18-F19 or AHRQ substance CCSR. Excluded from primary exposure.,0,0,1
F14959,F14959,10,"Cocaine use, unspecified with cocaine-induced psychotic disorder, unspecified","AHRQ CCSR for ICD-10-CM Diagnoses, v2026.1","Cocaine use, unspecified with cocaine-induced psychotic disorder, unspecified",MBD021,Stimulant-related disorders,MBD001; MBD021,Schizophrenia spectrum and other psychotic disorders; Stimulant-related disorders,other_substance_related_disorders,included_non_primary,ICD-10 F11-F16/F18-F19 or AHRQ substance CCSR. Excluded from primary exposure.,0,0,1
F14980,F14980,10,"Cocaine use, unspecified with cocaine-induced anxiety disorder","AHRQ CCSR for ICD-10-CM Diagnoses, v2026.1","Cocaine use, unspecified with cocaine-induced anxiety disorder",MBD021,Stimulant-related disorders,MBD005; MBD021,Anxiety and fear-related disorders; Stimulant-related disorders,other_substance_related_disorders,included_non_primary,ICD-10 F11-F16/F18-F19 or AHRQ substance CCSR. Excluded from primary exposure.,0,0,1
F14988,F14988,10,"Cocaine use, unspecified with other cocaine-induced disorder","AHRQ CCSR for ICD-10-CM Diagnoses, v2026.1","Cocaine use, unspecified with other cocaine-induced disorder",MBD021,Stimulant-related disorders,MBD021,Stimulant-related disorders,other_substance_related_disorders,included_non_primary,ICD-10 F11-F16/F18-F19 or AHRQ substance CCSR. Excluded from primary exposure.,0,0,1
F1499,F1499,10,"Cocaine use, unspecified with unspecified cocaine-induced disorder","AHRQ CCSR for ICD-10-CM Diagnoses, v2026.1","Cocaine use, unspecified with unspecified cocaine-induced disorder",MBD021,Stimulant-related disorders,MBD021,Stimulant-related disorders,other_substance_related_disorders,included_non_primary,ICD-10 F11-F16/F18-F19 or AHRQ substance CCSR. Excluded from primary exposure.,0,0,1
F1510,F1510,10,"Other stimulant abuse, uncomplicated","AHRQ CCSR for ICD-10-CM Diagnoses, v2026.1","Other stimulant abuse, uncomplicated",MBD021,Stimulant-related disorders,MBD021,Stimulant-related disorders,other_substance_related_disorders,included_non_primary,ICD-10 F11-F16/F18-F19 or AHRQ substance CCSR. Excluded from primary exposure.,0,0,1
F1511,F1511,10,"Other stimulant abuse, in remission","AHRQ CCSR for ICD-10-CM Diagnoses, v2026.1","Other stimulant abuse, in remission",MBD026,Mental and substance use disorders in remission,MBD026,Mental and substance use disorders in remission,other_substance_related_disorders,included_non_primary,ICD-10 F11-F16/F18-F19 or AHRQ substance CCSR. Excluded from primary exposure.,0,0,1
F15120,F15120,10,"Other stimulant abuse with intoxication, uncomplicated","AHRQ CCSR for ICD-10-CM Diagnoses, v2026.1","Other stimulant abuse with intoxication, uncomplicated",MBD021,Stimulant-related disorders,MBD021,Stimulant-related disorders,other_substance_related_disorders,included_non_primary,ICD-10 F11-F16/F18-F19 or AHRQ substance CCSR. Excluded from primary exposure.,0,0,1
F15121,F15121,10,Other stimulant abuse with intoxication delirium,"AHRQ CCSR for ICD-10-CM Diagnoses, v2026.1",Other stimulant abuse with intoxication delirium,MBD021,Stimulant-related disorders,MBD021,Stimulant-related disorders,other_substance_related_disorders,included_non_primary,ICD-10 F11-F16/F18-F19 or AHRQ substance CCSR. Excluded from primary exposure.,0,0,1
F15122,F15122,10,Other stimulant abuse with intoxication with perceptual disturbance,"AHRQ CCSR for ICD-10-CM Diagnoses, v2026.1",Other stimulant abuse with intoxication with perceptual disturbance,MBD021,Stimulant-related disorders,MBD021,Stimulant-related disorders,other_substance_related_disorders,included_non_primary,ICD-10 F11-F16/F18-F19 or AHRQ substance CCSR. Excluded from primary exposure.,0,0,1
F15129,F15129,10,"Other stimulant abuse with intoxication, unspecified","AHRQ CCSR for ICD-10-CM Diagnoses, v2026.1","Other stimulant abuse with intoxication, unspecified",MBD021,Stimulant-related disorders,MBD021,Stimulant-related disorders,other_substance_related_disorders,included_non_primary,ICD-10 F11-F16/F18-F19 or AHRQ substance CCSR. Excluded from primary exposure.,0,0,1
F1513,F1513,10,Other stimulant abuse with withdrawal,"AHRQ CCSR for ICD-10-CM Diagnoses, v2026.1",Other stimulant abuse with withdrawal,MBD021,Stimulant-related disorders,MBD021,Stimulant-related disorders,other_substance_related_disorders,included_non_primary,ICD-10 F11-F16/F18-F19 or AHRQ substance CCSR. Excluded from primary exposure.,0,0,1
F1514,F1514,10,Other stimulant abuse with stimulant-induced mood disorder,"AHRQ CCSR for ICD-10-CM Diagnoses, v2026.1",Other stimulant abuse with stimulant-induced mood disorder,MBD021,Stimulant-related disorders,MBD021,Stimulant-related disorders,other_substance_related_disorders,included_non_primary,ICD-10 F11-F16/F18-F19 or AHRQ substance CCSR. Excluded from primary exposure.,0,0,1
F15150,F15150,10,Other stimulant abuse with stimulant-induced psychotic disorder with delusions,"AHRQ CCSR for ICD-10-CM Diagnoses, v2026.1",Other stimulant abuse with stimulant-induced psychotic disorder with delusions,MBD021,Stimulant-related disorders,MBD001; MBD021,Schizophrenia spectrum and other psychotic disorders; Stimulant-related disorders,other_substance_related_disorders,included_non_primary,ICD-10 F11-F16/F18-F19 or AHRQ substance CCSR. Excluded from primary exposure.,0,0,1
F15151,F15151,10,Other stimulant abuse with stimulant-induced psychotic disorder with hallucinations,"AHRQ CCSR for ICD-10-CM Diagnoses, v2026.1",Other stimulant abuse with stimulant-induced psychotic disorder with hallucinations,MBD021,Stimulant-related disorders,MBD001; MBD021,Schizophrenia spectrum and other psychotic disorders; Stimulant-related disorders,other_substance_related_disorders,included_non_primary,ICD-10 F11-F16/F18-F19 or AHRQ substance CCSR. Excluded from primary exposure.,0,0,1
F15159,F15159,10,"Other stimulant abuse with stimulant-induced psychotic disorder, unspecified","AHRQ CCSR for ICD-10-CM Diagnoses, v2026.1","Other stimulant abuse with stimulant-induced psychotic disorder, unspecified",MBD021,Stimulant-related disorders,MBD001; MBD021,Schizophrenia spectrum and other psychotic disorders; Stimulant-related disorders,other_substance_related_disorders,included_non_primary,ICD-10 F11-F16/F18-F19 or AHRQ substance CCSR. Excluded from primary exposure.,0,0,1
F15180,F15180,10,Other stimulant abuse with stimulant-induced anxiety disorder,"AHRQ CCSR for ICD-10-CM Diagnoses, v2026.1",Other stimulant abuse with stimulant-induced anxiety disorder,MBD021,Stimulant-related disorders,MBD005; MBD021,Anxiety and fear-related disorders; Stimulant-related disorders,other_substance_related_disorders,included_non_primary,ICD-10 F11-F16/F18-F19 or AHRQ substance CCSR. Excluded from primary exposure.,0,0,1
F15182,F15182,10,Other stimulant abuse with stimulant-induced sleep disorder,"AHRQ CCSR for ICD-10-CM Diagnoses, v2026.1",Other stimulant abuse with stimulant-induced sleep disorder,MBD021,Stimulant-related disorders,MBD021,Stimulant-related disorders,other_substance_related_disorders,included_non_primary,ICD-10 F11-F16/F18-F19 or AHRQ substance CCSR. Excluded from primary exposure.,0,0,1
